X,Y,Z,AX,AY,AZ
0.007286072,-0.160507202,-0.097877502,-0.000244141,-0.014160156,0.917724609
-0.023231506,0.053115845,0.024192810,0.008789063,-0.017578125,0.911376953
-0.069007874,0.068374634,-0.128395081,-0.001953125,-0.014160156,0.913818359
-0.130043030,-0.068954468,-0.097877502,0.002197266,-0.012695313,0.922119141
-0.084266663,-0.023178101,0.069969177,0.002685547,-0.011474609,0.920898438
0.007286072,-0.068954468,0.008934021,0.002929688,-0.008056641,0.922607422
0.083580017,0.144668579,-0.189430237,0.002197266,-0.015136719,0.908203125
-0.191078186,-0.084213257,-0.082618713,0.003906250,-0.016357422,0.910156250
-0.053749084,0.114151001,0.024192810,0.002197266,-0.012207031,0.922851563
-0.007972717,-0.160507202,0.054710388,0.007324219,-0.019042969,0.915283203
0.083580017,-0.068954468,-0.036842346,0.007812500,-0.009765625,0.913330078
0.098838806,-0.068954468,-0.174171448,0.002685547,-0.012451172,0.916748047
0.129356384,0.083633423,-0.036842346,0.002929688,-0.015625000,0.921386719
0.053062439,-0.023178101,0.192039490,0.009033203,-0.016113281,0.917236328
-0.191078186,0.037857056,-0.036842346,0.001953125,-0.010253906,0.910156250
0.114097595,-0.114730835,0.024192810,0.003906250,-0.016357422,0.918457031
0.007286072,-0.084213257,-0.021583557,0.004882813,-0.004394531,0.913085938
0.053062439,0.114151001,-0.067359924,0.003417969,-0.008056641,0.913085938
-0.084266663,-0.038436890,0.008934021,0.003662109,-0.008789063,0.905029297
0.007286072,-0.206283569,0.115745544,0.009033203,-0.012451172,0.918701172
0.053062439,0.159927368,0.039451599,0.004150391,-0.008789063,0.914550781
-0.130043030,0.068374634,-0.006324768,0.008544922,-0.011718750,0.912597656
0.083580017,-0.053695679,-0.204689026,0.003417969,-0.013427734,0.910400391
-0.023231506,0.068374634,0.054710388,0.000488281,-0.012939453,0.917480469
-0.038490295,-0.068954468,-0.006324768,0.005371094,-0.010253906,0.925292969
-0.114784241,0.114151001,-0.082618713,0.004882813,-0.007568359,0.915283203
-0.038490295,0.083633423,0.085227966,0.006103516,-0.011230469,0.918212891
-0.007972717,-0.084213257,0.100486755,0.003906250,-0.015136719,0.914550781
-0.038490295,0.037857056,-0.082618713,0.003662109,-0.011474609,0.914550781
-0.099525452,0.068374634,0.069969177,0.003662109,-0.010742188,0.913085938
-0.084266663,0.068374634,-0.082618713,0.007812500,-0.012451172,0.913574219
-0.023231506,0.053115845,0.115745544,0.008544922,-0.014160156,0.912109375
0.220909119,-0.053695679,0.054710388,0.004394531,-0.006591797,0.903076172
-0.023231506,0.007339478,0.069969177,0.005859375,-0.012451172,0.914794922
-0.023231506,0.068374634,-0.036842346,-0.000488281,-0.007080078,0.926269531
0.022544861,-0.084213257,-0.113136292,0.009033203,-0.010742188,0.924804688
-0.130043030,0.159927368,-0.006324768,0.007324219,-0.011230469,0.914306641
0.144615173,-0.038436890,0.024192810,0.000732422,-0.015136719,0.916992188
0.037803650,-0.068954468,0.054710388,0.005859375,-0.014648438,0.913574219
0.083580017,-0.038436890,0.008934021,0.001953125,-0.016845703,0.901123047
0.114097595,0.114151001,-0.067359924,0.002441406,-0.004638672,0.920166016
0.159873962,-0.145248413,-0.006324768,0.006103516,-0.010253906,0.921386719
-0.084266663,0.114151001,0.039451599,0.006591797,-0.014160156,0.911132813
0.190391541,-0.145248413,-0.052101135,-0.001953125,-0.013427734,0.922607422
0.053062439,0.083633423,0.039451599,0.005371094,-0.017089844,0.922363281
0.022544861,-0.023178101,0.054710388,0.006103516,-0.012207031,0.915527344
0.068321228,-0.007919312,0.100486755,0.002441406,-0.012695313,0.917236328
0.007286072,0.053115845,-0.067359924,0.008300781,-0.009521484,0.917968750
-0.114784241,0.129409790,-0.006324768,0.002929688,-0.015869141,0.913085938
-0.053749084,-0.023178101,-0.021583557,0.004882813,-0.011230469,0.922607422
-0.007972717,0.068374634,0.085227966,0.001708984,-0.010498047,0.908203125
0.129356384,-0.129989624,-0.036842346,0.001708984,-0.013427734,0.912353516
-0.038490295,-0.084213257,0.100486755,0.000244141,-0.010009766,0.916992188
-0.053749084,0.053115845,0.161521912,0.002197266,-0.017578125,0.919433594
-0.053749084,0.098892212,-0.113136292,0.002929688,-0.015625000,0.919189453
0.144615173,0.053115845,-0.067359924,0.005126953,-0.015625000,0.920898438
-0.069007874,0.083633423,-0.052101135,-0.000976563,-0.015380859,0.918701172
0.007286072,0.053115845,-0.036842346,0.002197266,-0.011718750,0.916992188
0.007286072,0.175186157,-0.067359924,0.001220703,-0.013916016,0.914794922
0.190391541,0.053115845,0.100486755,0.002929688,-0.014892578,0.910888672
0.053062439,-0.084213257,0.069969177,0.000732422,-0.006103516,0.916748047
0.007286072,-0.038436890,-0.067359924,0.007324219,-0.010742188,0.909667969
-0.099525452,0.022598267,-0.067359924,0.009033203,-0.007568359,0.918212891
-0.038490295,0.053695679,0.085227966,-0.000488281,-0.017089844,0.916259766
0.007286072,0.007339478,-0.021583557,0.003173828,-0.010009766,0.913574219
-0.069007874,-0.007919312,-0.189430237,0.005859375,-0.015380859,0.914306641
0.007286072,-0.053695679,0.115745544,-0.000488281,-0.016357422,0.911132813
-0.069007874,-0.099472046,-0.021583557,0.008056641,-0.012939453,0.918212891
0.037803650,-0.007919312,-0.067359924,0.004150391,-0.009033203,0.917236328
-0.069007874,0.068374634,-0.067359924,0.004394531,-0.007812500,0.921875000
0.144615173,0.053115845,0.131004333,0.003173828,-0.012207031,0.918945313
-0.084266663,-0.191024780,-0.235206604,0.001953125,-0.011962891,0.916748047
-0.038490295,0.053115845,-0.143653870,-0.001220703,-0.014892578,0.919433594
0.037803650,0.037857056,-0.006324768,0.001953125,-0.012451172,0.909179688
0.053062439,-0.038436890,-0.067359924,0.004150391,-0.013183594,0.916015625
0.022544861,-0.114730835,-0.082618713,0.001708984,-0.009521484,0.916748047
0.129356384,0.007339478,-0.052101135,0.007812500,-0.006835938,0.912597656
-0.038490295,-0.114730835,0.192039490,0.003662109,-0.004150391,0.908935547
0.022544861,-0.084213257,-0.067359924,0.005126953,-0.014648438,0.912597656
-0.114784241,-0.114730835,0.069969177,0.005859375,-0.012207031,0.919677734
-0.206336975,0.022598267,-0.036842346,0.002929688,-0.014648438,0.920898438
0.053062439,0.037857056,0.039451599,0.002441406,-0.013916016,0.919189453
-0.007972717,0.098892212,-0.097877502,0.004394531,-0.016601563,0.909423828
0.037803650,-0.068954468,-0.097877502,-0.000488281,-0.010498047,0.908691406
-0.053749084,-0.221542358,-0.174171448,0.005371094,-0.015869141,0.914062500
0.114097595,0.068374634,0.085227966,0.004882813,-0.008056641,0.915283203
0.037803650,-0.114730835,0.115745544,0.007568359,-0.009765625,0.916748047
0.129356384,0.022598267,0.008934021,0.007080078,-0.010742188,0.914306641
0.175132751,0.190444946,0.069969177,0.003906250,-0.012939453,0.917236328
-0.069007874,0.068374634,-0.021583557,0.005859375,-0.013427734,0.911621094
0.144615173,0.022598267,0.008934021,0.002929688,-0.011962891,0.915527344
-0.053749084,0.053115845,-0.113136292,0.008056641,-0.014892578,0.907470703
-0.007972717,-0.053695679,-0.113136292,0.005371094,-0.014648438,0.909179688
-0.023231506,-0.084213257,0.054710388,0.003906250,-0.012451172,0.914062500
-0.160560608,-0.084213257,0.039451599,0.004394531,-0.008056641,0.916503906
0.007286072,-0.084213257,-0.036842346,0.006591797,-0.008056641,0.910156250
0.114097595,-0.053695679,-0.006324768,0.006591797,-0.012695313,0.912109375
-0.069007874,-0.038436890,-0.082618713,0.003662109,-0.014160156,0.920654297
0.098838806,-0.145248413,-0.052101135,-0.000244141,-0.015625000,0.915039063
-0.023231506,-0.053695679,0.008934021,0.000732422,-0.012451172,0.913085938
-0.038490295,0.098892212,0.054710388,0.009765625,-0.014404297,0.914062500
-0.130043030,-0.023178101,-0.174171448,0.002929688,-0.012451172,0.913330078
0.007286072,0.007339478,0.039451599,-0.001464844,-0.010009766,0.922363281
0.159873962,-0.114730835,0.146263123,0.006835938,-0.006835938,0.917480469
-0.084266663,0.098892212,-0.082618713,0.009033203,-0.015869141,0.914550781
0.098838806,-0.084213257,0.024192810,0.005371094,-0.014160156,0.909667969
-0.053749084,-0.068954468,-0.158912659,0.002197266,-0.012695313,0.914794922
0.068321228,-0.053695679,-0.052101135,-0.000976563,-0.007080078,0.915039063
-0.053749084,0.053115845,0.054710388,0.000976563,-0.006347656,0.916503906
-0.160560608,-0.099472046,-0.006324768,0.005371094,-0.017089844,0.912109375
0.037803650,-0.023178101,-0.006324768,0.008789063,-0.010253906,0.910400391
0.037803650,-0.068954468,-0.021583557,0.002441406,-0.013427734,0.916259766
-0.053749084,-0.068954468,0.008934021,0.008789063,-0.010742188,0.916748047
0.053062439,0.083633423,-0.067359924,0.004882813,-0.010253906,0.907714844
0.175132751,0.144668579,-0.052101135,-0.003417969,-0.010009766,0.913085938
0.190391541,0.022598267,-0.052101135,0.001708984,-0.009765625,0.915771484
0.068321228,0.068374634,0.161521912,0.003417969,-0.008056641,0.913330078
0.053062439,0.144668579,-0.067359924,0.001708984,-0.008789063,0.922607422
-0.099525452,-0.023178101,-0.128395081,0.001220703,-0.012207031,0.916992188
0.037803650,-0.145248413,0.131004333,0.001220703,-0.013916016,0.900634766
-0.007972717,-0.007919312,-0.021583557,0.004882813,-0.010498047,0.922851563
-0.069007874,0.098892212,-0.006324768,0.003173828,-0.016357422,0.915771484
-0.007972717,-0.099472046,-0.052101135,0.001953125,-0.014892578,0.912597656
0.022544861,-0.068954468,0.100486755,0.007568359,-0.008300781,0.917480469
-0.145301819,-0.023178101,0.069969177,0.002929688,-0.012939453,0.920898438
-0.145301819,0.068374634,-0.052101135,0.000488281,-0.012207031,0.918457031
0.083580017,0.037857056,0.039451599,0.002929688,-0.011962891,0.905517578
0.129356384,0.144668579,-0.052101135,0.002685547,-0.016113281,0.905761719
0.007286072,0.022598267,-0.082618713,-0.002685547,-0.015136719,0.910644531
-0.099525452,-0.099472046,-0.128395081,0.000732422,-0.013183594,0.916748047
-0.130043030,0.098892212,-0.006324768,0.003906250,-0.016357422,0.906738281
-0.114784241,-0.023178101,0.131004333,0.012695313,-0.010253906,0.910156250
0.037803650,0.037857056,-0.006324768,0.008300781,-0.015380859,0.915039063
0.007286072,-0.007919312,0.176780701,0.011474609,-0.010009766,0.915039063
-0.069007874,0.068374634,-0.189430237,0.002929688,-0.013183594,0.910888672
0.159873962,-0.007919312,0.115745544,0.003662109,-0.012695313,0.909179688
0.022544861,-0.053695679,0.039451599,0.003173828,-0.010742188,0.913818359
-0.007972717,-0.099472046,-0.052101135,0.000488281,-0.013183594,0.911132813
-0.084266663,-0.038436890,-0.082618713,0.004638672,-0.012207031,0.910400391
-0.038490295,0.007339478,0.161521912,0.006347656,-0.013183594,0.916503906
0.129356384,-0.068954468,0.024192810,0.013916016,-0.011962891,0.903320313
0.053062439,-0.038436890,-0.052101135,0.002441406,-0.011230469,0.913085938
0.022544861,0.053115845,-0.021583557,0.002685547,-0.011474609,0.920410156
-0.069007874,0.037857056,0.054710388,0.002685547,-0.010742188,0.924316406
-0.023231506,0.144668579,0.039451599,0.000488281,-0.009521484,0.912597656
0.022544861,-0.099472046,-0.143653870,0.001220703,-0.005859375,0.919677734
-0.038490295,0.098892212,0.024192810,0.003417969,-0.011230469,0.910400391
0.007286072,-0.160507202,0.054710388,0.004394531,-0.009765625,0.911132813
0.007286072,-0.038436890,0.008934021,-0.002441406,-0.014648438,0.909667969
0.037803650,0.129409790,-0.021583557,-0.003417969,-0.013427734,0.918945313
-0.069007874,0.114151001,0.024192810,0.009521484,-0.009521484,0.915283203
-0.221595764,-0.053695679,-0.036842346,0.007324219,-0.013671875,0.918457031
-0.206336975,0.007339478,0.161521912,0.004638672,-0.009765625,0.906250000
0.053062439,-0.038436890,0.069969177,0.001708984,-0.013671875,0.918945313
-0.267372131,-0.007919312,0.100486755,0.003906250,-0.014892578,0.921142578
-0.099525452,-0.191024780,-0.189430237,0.005615234,-0.011962891,0.917724609
0.053062439,-0.023178101,0.085227966,-0.005371094,-0.012695313,0.932373047
0.053062439,-0.053695679,-0.006324768,0.003417969,-0.014404297,0.912353516
0.159873962,0.053115845,0.054710388,0.003417969,-0.012695313,0.916015625
0.037803650,-0.099472046,0.115745544,0.009765625,-0.012939453,0.917480469
-0.038490295,-0.023178101,-0.097877502,0.002929688,-0.008544922,0.917968750
-0.099525452,-0.236801147,0.008934021,0.002929688,-0.010009766,0.911865234
0.007286072,0.037857056,-0.052101135,0.006835938,-0.009521484,0.917968750
-0.053749084,0.068374634,-0.052101135,-0.000244141,-0.008789063,0.915527344
0.037803650,-0.038436890,-0.006324768,0.003906250,-0.017578125,0.919189453
0.022544861,0.022598267,-0.143653870,0.009765625,-0.012451172,0.918457031
-0.023231506,0.129409790,0.008934021,0.001708984,-0.014648438,0.913330078
0.129356384,-0.145248413,0.115745544,-0.001464844,-0.017089844,0.925292969
0.053062439,0.098892212,-0.021583557,0.005371094,-0.011474609,0.913330078
-0.084266663,0.007339478,0.039451599,0.002929688,-0.013916016,0.914550781
-0.038490295,-0.007919312,-0.067359924,0.000732422,-0.016845703,0.916259766
-0.069007874,0.053115845,-0.052101135,0.005371094,-0.013183594,0.912353516
-0.099525452,0.007339478,-0.052101135,0.005126953,-0.009033203,0.908691406
-0.236854553,0.129409790,-0.067359924,0.002197266,-0.013427734,0.918457031
0.037803650,0.037857056,0.085227966,-0.000244141,-0.010253906,0.917236328
0.022544861,0.022598267,-0.113136292,0.003173828,-0.010009766,0.907226563
0.068321228,0.068374634,-0.067359924,0.004882813,-0.015625000,0.914062500
0.083580017,-0.084213257,0.008934021,0.001953125,-0.010498047,0.916992188
-0.023231506,-0.053695679,-0.036842346,0.002929688,-0.011962891,0.914062500
-0.053749084,-0.053695679,0.100486755,0.007324219,-0.014892578,0.903808594
-0.114784241,0.053115845,-0.143653870,0.008056641,-0.010253906,0.915771484
-0.084266663,0.037857056,0.008934021,0.006591797,-0.016601563,0.913818359
-0.053749084,0.053115845,-0.097877502,0.006103516,-0.010742188,0.908935547
0.053062439,-0.007919312,-0.036842346,0.000732422,-0.006835938,0.914306641
0.098838806,-0.191024780,0.115745544,-0.000244141,-0.011718750,0.913818359
-0.007972717,0.114151001,0.085227966,0.007568359,-0.008544922,0.907958984
0.022544861,0.098892212,0.008934021,0.008056641,-0.012939453,0.906494141
0.083580017,-0.007919312,0.131004333,0.005859375,-0.009277344,0.920654297
-0.023231506,-0.145248413,0.161521912,0.001464844,-0.012695313,0.913330078
-0.084266663,-0.053695679,0.008934021,0.003417969,-0.011718750,0.914794922
-0.007972717,-0.114730835,0.008934021,0.006103516,-0.018310547,0.921386719
0.220909119,0.083633423,-0.036842346,0.003662109,-0.015625000,0.912597656
0.129356384,-0.038436890,-0.036842346,-0.003662109,-0.016357422,0.912353516
-0.053749084,0.022598267,-0.021583557,0.008300781,-0.011474609,0.913574219
-0.023231506,0.022598267,0.100486755,0.000488281,-0.006835938,0.916259766
-0.084266663,0.205703735,0.024192810,0.000000000,-0.020263672,0.912353516
0.053062439,-0.267318726,0.131004333,0.004150391,-0.015380859,0.916503906
-0.084266663,0.068374634,0.054710388,-0.003662109,-0.014404297,0.921630859
0.053062439,-0.023178101,0.069969177,0.004150391,-0.010498047,0.918945313
-0.053749084,-0.053695679,-0.052101135,0.003662109,-0.016357422,0.911621094
-0.130043030,0.053115845,0.085227966,0.002929688,-0.008544922,0.912841797
-0.038490295,-0.160507202,0.054710388,0.007812500,-0.010498047,0.909667969
0.068321228,0.098892212,-0.067359924,0.001953125,-0.013183594,0.919433594
0.175132751,0.083633423,-0.021583557,0.004394531,-0.014160156,0.909179688
0.037803650,-0.007919312,-0.113136292,0.002929688,-0.014160156,0.913085938
0.159873962,-0.084213257,-0.204689026,0.003173828,-0.010009766,0.910644531
-0.099525452,0.129409790,-0.052101135,0.001464844,-0.014648438,0.914062500
-0.130043030,-0.023178101,0.024192810,0.001464844,-0.010742188,0.913818359
0.007286072,-0.099472046,0.176780701,0.007324219,-0.017333984,0.912109375
0.144615173,0.251480103,-0.006324768,0.000732422,-0.013916016,0.920410156
-0.069007874,-0.023178101,-0.021583557,0.002197266,-0.019287109,0.915527344
-0.007972717,0.236221313,0.054710388,0.011718750,-0.014160156,0.917724609
0.037803650,-0.038436890,-0.067359924,-0.003417969,-0.011230469,0.917480469
0.053062439,0.083633423,-0.021583557,0.003417969,-0.016845703,0.909179688
-0.007972717,0.068374634,0.237815857,0.004638672,-0.010009766,0.914062500
0.098838806,0.068374634,0.100486755,0.008789063,-0.008544922,0.910644531
-0.007972717,0.037857056,0.207298279,0.001953125,-0.014648438,0.916748047
0.220909119,-0.038436890,-0.006324768,0.002197266,-0.010742188,0.918945313
-0.084266663,0.144668579,0.207298279,0.000000000,-0.007568359,0.913330078
-0.023231506,-0.053695679,0.008934021,0.001464844,-0.013916016,0.917968750
-0.023231506,0.098892212,-0.128395081,0.003173828,-0.016113281,0.915283203
-0.023231506,-0.023178101,0.024192810,-0.001953125,-0.009765625,0.913818359
-0.053749084,0.068374634,-0.006324768,0.005859375,-0.010986328,0.919433594
0.007286072,0.053115845,0.008934021,0.005126953,-0.010253906,0.921142578
0.007286072,-0.114730835,-0.006324768,0.005126953,-0.015380859,0.913574219
-0.191078186,-0.053695679,-0.006324768,0.001464844,-0.018066406,0.921386719
0.037803650,0.251480103,-0.052101135,0.003906250,-0.015380859,0.916748047
-0.099525452,-0.053695679,0.054710388,0.003173828,-0.011230469,0.919921875
-0.007972717,0.037857056,-0.052101135,0.004882813,-0.013427734,0.923095703
0.159873962,0.037857056,0.008934021,0.007324219,-0.010986328,0.918945313
-0.038490295,-0.038436890,-0.021583557,0.001708984,-0.008300781,0.920166016
-0.069007874,-0.175765991,-0.036842346,0.003417969,-0.014404297,0.916015625
-0.099525452,-0.007919312,-0.021583557,0.007080078,-0.011962891,0.914794922
0.068321228,-0.023178101,0.008934021,0.003906250,-0.013916016,0.913574219
0.007286072,-0.023178101,0.115745544,0.003417969,-0.015380859,0.918701172
-0.099525452,0.129409790,0.054710388,0.003906250,-0.011718750,0.906250000
0.053062439,-0.068954468,0.085227966,-0.000976563,-0.009277344,0.919921875
-0.191078186,-0.129989624,0.008934021,0.006835938,-0.013671875,0.917724609
-0.053749084,0.022598267,0.024192810,0.003662109,-0.009765625,0.920898438
0.053062439,0.159927368,-0.082618713,-0.001953125,-0.011718750,0.907714844
0.037803650,-0.053695679,0.131004333,-0.002685547,-0.015625000,0.913330078
0.007286072,0.007339478,-0.082618713,0.000732422,-0.016113281,0.922119141
0.129356384,0.022598267,-0.006324768,0.001464844,-0.012451172,0.920654297
0.022544861,0.098892212,0.100486755,-0.002929688,-0.019287109,0.916015625
0.114097595,-0.084213257,0.100486755,0.008544922,-0.011962891,0.910888672
-0.084266663,0.251480103,0.008934021,0.000732422,-0.010253906,0.907470703
-0.069007874,-0.114730835,-0.052101135,0.007568359,-0.009765625,0.918212891
0.068321228,-0.023178101,-0.113136292,0.006835938,-0.011962891,0.915771484
-0.069007874,0.129409790,0.008934021,0.006347656,-0.011718750,0.910400391
-0.053749084,-0.114730835,0.024192810,0.003173828,-0.010742188,0.918212891
-0.007972717,-0.129989624,0.100486755,0.006347656,-0.005859375,0.913085938
0.007286072,0.053115845,0.039451599,0.009033203,-0.010986328,0.914794922
0.068321228,0.022598267,-0.021583557,0.003417969,-0.012207031,0.912841797
0.007286072,-0.038436890,-0.036842346,0.003417969,-0.015869141,0.922119141
0.083580017,-0.023178101,0.024192810,0.002929688,-0.016601563,0.917236328
-0.160560608,0.007339478,0.039451599,0.006347656,-0.017333984,0.909423828
-0.023231506,-0.038436890,-0.006324768,0.001708984,-0.014892578,0.903808594
-0.007972717,-0.053695679,0.039451599,0.002929688,-0.014892578,0.911621094
-0.084266663,-0.007919312,0.085227966,0.000732422,-0.012939453,0.921142578
0.083580017,0.037857056,0.100486755,0.010009766,-0.015869141,0.908447266
0.053062439,-0.007919312,-0.158912659,0.005126953,-0.019042969,0.906494141
0.053062439,0.053115845,-0.036842346,0.001220703,-0.009033203,0.916992188
0.129356384,0.159927368,0.115745544,0.001953125,-0.010009766,0.915771484
-0.038490295,-0.114730835,-0.128395081,0.005371094,-0.014892578,0.915283203
0.159873962,-0.053695679,-0.067359924,0.009765625,-0.010986328,0.908935547
-0.099525452,-0.007919312,0.069969177,-0.000488281,-0.012451172,0.921630859
0.053062439,0.037857056,0.085227966,0.005615234,-0.007080078,0.914550781
-0.130043030,0.129409790,-0.036842346,-0.001464844,-0.012207031,0.914550781
-0.023231506,0.129409790,-0.021583557,0.006591797,-0.015136719,0.919677734
-0.038490295,0.144668579,-0.036842346,0.002929688,-0.010498047,0.918701172
0.053062439,0.083633423,0.085227966,0.006591797,-0.010986328,0.918945313
-0.069007874,0.037857056,0.085227966,-0.002197266,-0.011718750,0.918212891
-0.038490295,-0.023178101,0.054710388,0.006347656,-0.011962891,0.922363281
0.114097595,-0.068954468,-0.189430237,0.010742188,-0.011230469,0.917236328
0.007286072,0.022598267,0.039451599,0.009765625,-0.017333984,0.926513672
0.022544861,0.037857056,-0.143653870,0.000732422,-0.011962891,0.921386719
-0.023231506,0.037857056,-0.097877502,0.003906250,-0.009033203,0.918701172
-0.007972717,-0.023178101,0.008934021,-0.000976563,-0.010742188,0.917480469
0.068321228,0.053115845,0.085227966,0.000488281,-0.014160156,0.910644531
0.190391541,-0.007919312,-0.036842346,-0.000488281,-0.016601563,0.914062500
-0.069007874,0.053115845,0.069969177,0.002685547,-0.010009766,0.908447266
-0.023231506,-0.023178101,-0.097877502,-0.000732422,-0.012451172,0.914794922
-0.099525452,0.098892212,0.069969177,0.004882813,-0.004150391,0.915771484
0.083580017,-0.114730835,-0.067359924,0.010498047,-0.014160156,0.915771484
-0.191078186,-0.038436890,0.054710388,0.003417969,-0.007324219,0.919921875
-0.023231506,0.190444946,0.024192810,0.001464844,-0.012207031,0.903808594
-0.007972717,0.022598267,0.008934021,0.006103516,-0.017333984,0.919921875
-0.069007874,0.022598267,0.069969177,-0.000732422,-0.010009766,0.912597656
-0.023231506,0.022598267,0.024192810,0.004882813,-0.013916016,0.912597656
-0.084266663,-0.023178101,0.054710388,-0.000244141,-0.009033203,0.911376953
-0.007972717,0.037857056,-0.082618713,-0.003906250,-0.012939453,0.908203125
-0.084266663,0.022598267,-0.021583557,0.006591797,-0.012939453,0.911132813
-0.313148499,-0.038436890,0.069969177,0.010986328,-0.014892578,0.919189453
-0.175819397,0.175186157,0.054710388,0.000976563,-0.011718750,0.913330078
0.159873962,-0.160507202,0.069969177,0.005859375,-0.008300781,0.918212891
0.114097595,-0.038436890,0.039451599,0.005371094,-0.017822266,0.912109375
0.083580017,0.129409790,-0.113136292,0.001708984,-0.011718750,0.902587891
0.159873962,-0.007919312,-0.052101135,0.000732422,-0.013916016,0.922119141
-0.023231506,-0.068954468,0.085227966,0.004638672,-0.011962891,0.914306641
0.053062439,-0.053695679,-0.082618713,0.004150391,-0.013427734,0.918457031
-0.084266663,0.053115845,-0.113136292,0.000000000,-0.013916016,0.915527344
-0.023231506,-0.221542358,0.146263123,0.004638672,-0.013183594,0.911132813
0.053062439,-0.084213257,0.024192810,0.000000000,-0.016357422,0.915039063
-0.038490295,0.037857056,0.024192810,0.000732422,-0.011474609,0.909423828
-0.007972717,-0.053695679,-0.113136292,0.003173828,-0.016845703,0.915039063
0.037803650,-0.023178101,0.100486755,0.006835938,-0.008789063,0.913574219
0.175132751,-0.053695679,0.024192810,0.002929688,-0.016357422,0.920898438
0.090179443,0.114151001,-0.021583557,0.003417969,-0.013183594,0.910888672
-0.069007874,0.098892212,0.008934021,-0.000244141,-0.007324219,0.919921875
-0.099525452,-0.068954468,0.039451599,0.011474609,-0.011962891,0.914306641
-0.099525452,0.068374634,0.039451599,0.004638672,-0.016113281,0.902587891
0.022544861,0.068374634,0.008934021,0.007812500,-0.011230469,0.916992188
0.098838806,0.098892212,-0.067359924,0.008056641,-0.013427734,0.912109375
-0.160560608,0.068374634,-0.052101135,0.000976563,-0.011230469,0.913574219
0.190391541,0.022598267,0.100486755,-0.001220703,-0.009277344,0.912597656
0.007286072,0.068374634,0.024192810,0.002441406,-0.015136719,0.911376953
-0.023231506,-0.160507202,-0.052101135,-0.002441406,-0.014648438,0.907226563
0.007286072,0.022598267,0.054710388,-0.001953125,-0.017089844,0.920898438
-0.053749084,-0.145248413,-0.021583557,0.004882813,-0.012695313,0.909179688
-0.084266663,0.022598267,-0.128395081,0.006347656,-0.009521484,0.917480469
0.053062439,-0.038436890,-0.006324768,0.001464844,-0.012695313,0.906982422
-0.038490295,0.037857056,-0.021583557,0.007568359,-0.011230469,0.919921875
0.007286072,0.083633423,0.054710388,0.002441406,-0.011962891,0.917236328
0.190391541,-0.023178101,-0.006324768,0.004638672,-0.018066406,0.917968750
0.220909119,-0.129989624,-0.021583557,0.005126953,-0.007324219,0.914794922
-0.114784241,0.236221313,0.192039490,0.003906250,-0.017333984,0.906494141
-0.007972717,-0.007919312,-0.204689026,0.009033203,-0.008056641,0.910888672
-0.099525452,0.053115845,-0.128395081,0.005859375,-0.016113281,0.905029297
0.159873962,0.053115845,0.054710388,-0.003173828,-0.014648438,0.912353516
-0.069007874,0.022598267,-0.082618713,0.006103516,-0.008056641,0.912109375
-0.007972717,0.068374634,-0.113136292,0.008056641,-0.014404297,0.913085938
-0.038490295,-0.084213257,0.008934021,-0.003662109,-0.009521484,0.909912109
-0.099525452,-0.068954468,0.192039490,-0.003173828,-0.009277344,0.914062500
0.022544861,-0.084213257,0.054710388,0.004394531,-0.016357422,0.919189453
0.022544861,-0.007919312,-0.021583557,0.002929688,-0.015136719,0.923339844
-0.069007874,-0.068954468,-0.219947815,0.009277344,-0.012207031,0.914062500
-0.069007874,-0.236801147,0.100486755,0.005371094,-0.015380859,0.916992188
-0.206336975,-0.007919312,-0.036842346,0.000244141,-0.017089844,0.914550781
0.037803650,0.083633423,0.100486755,0.004150391,-0.012207031,0.910888672
-0.023231506,0.098892212,0.054710388,-0.002929688,-0.016113281,0.908447266
0.114097595,-0.023178101,0.161521912,0.007324219,-0.007812500,0.915283203
-0.038490295,-0.129989624,0.115745544,0.005371094,-0.014648438,0.909667969
0.129356384,-0.038436890,-0.021583557,0.007812500,-0.013427734,0.912841797
-0.007972717,0.053115845,-0.036842346,0.001220703,-0.011962891,0.921630859
0.098838806,-0.084213257,-0.067359924,0.004150391,-0.014404297,0.913818359
0.007286072,0.083633423,-0.067359924,0.003662109,-0.009521484,0.910156250
0.037803650,-0.007919312,0.054710388,-0.003906250,-0.005615234,0.916015625
-0.084266663,0.083633423,-0.067359924,0.002197266,-0.009277344,0.919189453
-0.084266663,-0.267318726,0.024192810,0.008300781,-0.010498047,0.921386719
-0.069007874,0.007339478,0.131004333,-0.001953125,-0.013916016,0.911132813
-0.084266663,0.022598267,-0.006324768,0.000732422,-0.009521484,0.909667969
0.190391541,-0.084213257,-0.036842346,0.006591797,-0.009277344,0.910156250
-0.007972717,0.007339478,0.115745544,0.002197266,-0.009277344,0.918945313
0.053062439,0.037857056,-0.021583557,0.006347656,-0.015380859,0.918457031
0.068321228,0.068374634,-0.082618713,0.002929688,-0.012695313,0.912597656
-0.099525452,-0.206283569,0.100486755,0.004638672,-0.010253906,0.909667969
-0.023231506,0.114151001,-0.006324768,0.001953125,-0.011962891,0.924316406
-0.114784241,0.037857056,0.054710388,0.005615234,-0.010742188,0.916748047
0.083580017,0.053115845,0.008934021,0.001464844,-0.010986328,0.916992188
0.098838806,-0.023178101,0.115745544,0.002197266,-0.017578125,0.923828125
-0.007972717,-0.160507202,0.024192810,0.003417969,-0.009277344,0.916748047
